generation_id,generation_label,model,variant_name,year,body_style,drivetrain,comp_count,tier
982-cayman,718,718 Cayman,"718 Cayman S",2022,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman",2023,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman GT4",2023,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman GT4 RS",2023,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman GTS 4.0",2023,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman S",2023,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman",2024,Coupe,unknown,1,critical
982-cayman,718,718 Cayman,"718 Cayman GT4 RS",2024,Coupe,unknown,1,critical
982-cayman,718,718 Cayman,"718 Cayman GTS 4.0",2024,Coupe,unknown,1,critical
982-cayman,718,718 Cayman,"718 Cayman S",2024,Coupe,unknown,1,critical
982-cayman,718,718 Cayman,"718 Cayman",2025,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman GT4 RS",2025,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman GTS 4.0",2025,Coupe,unknown,0,critical
982-cayman,718,718 Cayman,"718 Cayman S",2025,Coupe,unknown,0,critical
